team,split_value,matches_played,possession_pct,touches_against,touches_for,touches_opp_box_against,touches_opp_box_for,passes_attempted_against,passes_attempted_for,passes_completed_against,passes_completed_for,open_play_passes_against,open_play_passes_for,passes_forward_against,passes_forward_for,passes_backward_against,passes_backward_for,passes_sideways_against,passes_sideways_for,passes_opp_half_against,passes_opp_half_for,passes_own_half_against,passes_own_half_for,crosses_attempted_against,crosses_attempted_for,crosses_completed_against,crosses_completed_for,long_passes_attempted_against,long_passes_attempted_for,long_passes_completed_against,long_passes_completed_for,through_balls_against,through_balls_for,corners_against,corners_for,chances_created_against,chances_created_for,assists_against,assists_for,shots_against,shots_for,shots_on_target_against,shots_on_target_for,shots_off_target_against,shots_off_target_for,shots_blocked_against,shots_blocked_for,shots_in_box_against,shots_in_box_for,shots_outside_box_against,shots_outside_box_for,shots_on_target_in_box_against,shots_on_target_in_box_for,shots_on_target_outside_box_against,shots_on_target_outside_box_for,goals_against,goals_for,goals_in_box_against,goals_in_box_for,goals_outside_box_against,goals_outside_box_for,goals_from_shots_against,goals_from_shots_for,own_goals_against,own_goals_for,own_goals_in_box_against,own_goals_in_box_for,own_goals_outside_box_against,own_goals_outside_box_for,take_ons_against,take_ons_for,take_ons_won_against,take_ons_won_for,aerials_against,aerials_for,aerials_won_against,aerials_won_for,ground_duels_against,ground_duels_for,ground_duels_won_against,ground_duels_won_for,duels_contested_against,duels_contested_for,duels_won_against,duels_won_for,tackles_against,tackles_for,interceptions_against,interceptions_for,clearances_against,clearances_for,ball_recoveries_against,ball_recoveries_for,blocked_passes_against,blocked_passes_for,fouls_committed_against,fouls_committed_for,fouls_won_against,fouls_won_for,possession_lost_against,possession_lost_for,pass_accuracy_pct_for,cross_accuracy_pct_for,long_pass_accuracy_pct_for,shooting_accuracy_pct_for,conversion_pct_for,take_on_success_pct_for,aerial_success_pct_for,ground_duel_success_pct_for,duel_success_pct_for,pass_accuracy_pct_against,cross_accuracy_pct_against,long_pass_accuracy_pct_against,shooting_accuracy_pct_against,conversion_pct_against,take_on_success_pct_against,aerial_success_pct_against,ground_duel_success_pct_against,duel_success_pct_against,rank_possession_pct,rank_touches_against,rank_touches_for,rank_touches_opp_box_against,rank_touches_opp_box_for,rank_passes_attempted_against,rank_passes_attempted_for,rank_passes_completed_against,rank_passes_completed_for,rank_open_play_passes_against,rank_open_play_passes_for,rank_passes_forward_against,rank_passes_forward_for,rank_passes_backward_against,rank_passes_backward_for,rank_passes_sideways_against,rank_passes_sideways_for,rank_passes_opp_half_against,rank_passes_opp_half_for,rank_passes_own_half_against,rank_passes_own_half_for,rank_crosses_attempted_against,rank_crosses_attempted_for,rank_crosses_completed_against,rank_crosses_completed_for,rank_long_passes_attempted_against,rank_long_passes_attempted_for,rank_long_passes_completed_against,rank_long_passes_completed_for,rank_through_balls_against,rank_through_balls_for,rank_corners_against,rank_corners_for,rank_chances_created_against,rank_chances_created_for,rank_assists_against,rank_assists_for,rank_shots_against,rank_shots_for,rank_shots_on_target_against,rank_shots_on_target_for,rank_shots_off_target_against,rank_shots_off_target_for,rank_shots_blocked_against,rank_shots_blocked_for,rank_shots_in_box_against,rank_shots_in_box_for,rank_shots_outside_box_against,rank_shots_outside_box_for,rank_shots_on_target_in_box_against,rank_shots_on_target_in_box_for,rank_shots_on_target_outside_box_against,rank_shots_on_target_outside_box_for,rank_goals_against,rank_goals_for,rank_goals_in_box_against,rank_goals_in_box_for,rank_goals_outside_box_against,rank_goals_outside_box_for,rank_goals_from_shots_against,rank_goals_from_shots_for,rank_own_goals_against,rank_own_goals_for,rank_own_goals_in_box_against,rank_own_goals_in_box_for,rank_own_goals_outside_box_against,rank_own_goals_outside_box_for,rank_take_ons_against,rank_take_ons_for,rank_take_ons_won_against,rank_take_ons_won_for,rank_aerials_against,rank_aerials_for,rank_aerials_won_against,rank_aerials_won_for,rank_ground_duels_against,rank_ground_duels_for,rank_ground_duels_won_against,rank_ground_duels_won_for,rank_duels_contested_against,rank_duels_contested_for,rank_duels_won_against,rank_duels_won_for,rank_tackles_against,rank_tackles_for,rank_interceptions_against,rank_interceptions_for,rank_clearances_against,rank_clearances_for,rank_ball_recoveries_against,rank_ball_recoveries_for,rank_blocked_passes_against,rank_blocked_passes_for,rank_fouls_committed_against,rank_fouls_committed_for,rank_fouls_won_against,rank_fouls_won_for,rank_possession_lost_against,rank_possession_lost_for,rank_pass_accuracy_pct_for,rank_cross_accuracy_pct_for,rank_long_pass_accuracy_pct_for,rank_shooting_accuracy_pct_for,rank_conversion_pct_for,rank_take_on_success_pct_for,rank_aerial_success_pct_for,rank_ground_duel_success_pct_for,rank_duel_success_pct_for,rank_pass_accuracy_pct_against,rank_cross_accuracy_pct_against,rank_long_pass_accuracy_pct_against,rank_shooting_accuracy_pct_against,rank_conversion_pct_against,rank_take_on_success_pct_against,rank_aerial_success_pct_against,rank_ground_duel_success_pct_against,rank_duel_success_pct_against
Arsenal,76+,5,53.21,547,622,29,20,406,466,309,365,367,419,191,216,82,101,133,149,167,210,142,155,13,6,6,0,69,69,30,31,2,3,6,3,4,6,3,4,11,9,4,3,5,4,2,2,10,5,1,4,4,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,9,16,2,7,39,39,18,21,43,43,10,17,82,82,28,38,16,17,8,9,27,21,43,37,10,9,18,14,14,18,136,133,78.33,0.0,44.93,33.33,11.11,43.75,53.85,39.53,46.34,76.11,46.15,43.48,36.36,0.0,22.22,46.15,23.26,34.15,8.0,13.0,8.0,6.0,15.0,12.0,8.0,12.0,8.0,12.0,8.0,13.0,7.0,12.0,8.0,9.0,10.0,9.0,7.0,13.0,12.0,11.0,16.0,3.0,18.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,14.0,20.0,15.0,19.0,14.0,15.0,17.0,9.0,13.0,8.0,13.0,15.0,16.0,7.0,19.0,20.0,11.0,6.0,15.0,16.0,7.0,16.0,11.0,13.0,8.0,7.0,7.0,16.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,11.0,19.0,7.0,8.0,8.0,10.0,6.0,16.0,15.0,18.0,5.0,10.0,11.0,19.0,6.0,6.0,7.0,6.0,5.0,12.0,17.0,4.0,10.0,2.0,3.0,2.0,6.0,6.0,2.0,6.0,5.0,9.0,18.0,7.0,6.0,10.0,6.0,8.0,4.0,5.0,14.0,2.0,9.0,8.0,16.0,18.0,13.0,18.0,18.0
Aston Villa,76+,5,46.24,657,565,29,12,496,420,424,348,459,384,221,191,107,108,168,121,235,187,189,161,14,5,9,1,49,60,24,22,0,1,3,2,14,2,12,1,20,5,8,1,11,2,1,2,15,4,5,1,7,0,1,1,3,1,3,0,0,1,3,1,0,0,0,0,0,0,23,17,11,8,24,24,13,11,70,66,24,17,94,90,37,28,25,20,10,8,19,24,49,39,3,7,9,16,16,9,109,113,82.86,20.0,36.67,20.0,20.0,47.06,45.83,25.76,31.11,85.48,64.29,48.98,40.0,15.0,47.83,54.17,34.29,39.36,14.0,5.0,11.0,6.0,19.0,6.0,11.0,5.0,10.0,5.0,11.0,6.0,12.0,7.0,7.0,6.0,11.0,5.0,10.0,5.0,11.0,8.0,19.0,1.0,15.0,20.0,16.0,13.0,13.0,17.0,9.0,15.0,18.0,3.0,20.0,1.0,20.0,2.0,20.0,1.0,20.0,1.0,19.0,18.0,16.0,2.0,20.0,6.0,19.0,1.0,20.0,5.0,7.0,2.0,11.0,2.0,15.0,7.0,3.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,10.0,2.0,4.0,19.0,19.0,18.0,19.0,1.0,1.0,1.0,5.0,3.0,6.0,8.0,18.0,1.0,5.0,4.0,9.0,18.0,16.0,1.0,8.0,17.0,6.0,15.0,1.0,1.0,15.0,20.0,20.0,6.0,10.0,12.0,16.0,3.0,4.0,13.0,17.0,18.0,1.0,1.0,2.0,6.0,6.0,6.0,8.0,10.0,9.0
Bournemouth,76+,5,49.32,563,548,23,22,400,394,301,295,361,354,200,197,81,89,119,108,132,154,169,141,11,11,2,1,65,68,29,22,4,1,4,6,6,11,5,6,11,17,5,5,5,5,1,7,8,8,3,9,5,3,0,2,4,0,4,0,0,0,4,0,0,0,0,0,0,0,17,16,4,8,43,43,27,16,45,41,11,17,88,84,38,33,12,16,7,8,27,26,37,37,7,7,15,15,15,15,142,128,74.87,9.09,32.35,29.41,0.0,50.0,37.21,41.46,39.29,75.25,18.18,44.62,45.45,36.36,23.53,62.79,24.44,43.18,11.0,12.0,12.0,9.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,9.0,11.0,13.0,10.0,15.0,12.0,17.0,12.0,10.0,14.0,15.0,13.0,11.0,15.0,12.0,7.0,6.0,13.0,1.0,9.0,13.0,6.0,18.0,6.0,13.0,11.0,15.0,7.0,6.0,6.0,8.0,9.0,18.0,5.0,15.0,13.0,15.0,3.0,3.0,10.0,16.0,3.0,1.0,17.0,1.0,15.0,7.0,7.0,1.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,11.0,16.0,4.0,4.0,4.0,1.0,11.0,13.0,17.0,16.0,5.0,8.0,9.0,7.0,8.0,17.0,10.0,9.0,9.0,12.0,12.0,11.0,10.0,7.0,6.0,5.0,4.0,4.0,5.0,4.0,10.0,15.0,16.0,18.0,10.0,17.0,2.0,19.0,3.0,10.0,16.0,10.0,6.0,3.0,2.0,16.0,2.0,17.0,7.0
Brentford,76+,5,40.93,651,451,31,30,478,287,384,190,434,247,195,159,102,41,181,87,207,85,177,105,15,15,2,3,62,61,27,22,1,3,7,5,11,11,5,10,20,18,6,6,8,6,6,6,10,15,10,3,3,6,3,0,2,2,2,2,0,0,2,2,0,0,0,0,0,0,22,13,8,5,54,54,22,32,48,46,18,16,102,100,40,48,13,17,5,3,35,33,34,36,5,10,8,16,16,8,131,134,66.2,20.0,36.07,33.33,11.11,38.46,59.26,34.78,48.0,80.33,13.33,43.55,30.0,10.0,36.36,40.74,37.5,39.22,18.0,6.0,20.0,5.0,6.0,7.0,20.0,7.0,20.0,7.0,20.0,11.0,18.0,8.0,20.0,5.0,18.0,7.0,19.0,8.0,19.0,6.0,6.0,11.0,9.0,15.0,14.0,9.0,13.0,13.0,5.0,3.0,8.0,7.0,6.0,13.0,2.0,2.0,6.0,3.0,4.0,3.0,6.0,5.0,7.0,7.0,2.0,3.0,14.0,9.0,1.0,2.0,15.0,7.0,6.0,5.0,3.0,7.0,7.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,17.0,5.0,16.0,1.0,1.0,5.0,1.0,8.0,12.0,8.0,10.0,1.0,1.0,3.0,1.0,16.0,7.0,15.0,20.0,4.0,5.0,15.0,12.0,12.0,1.0,17.0,1.0,1.0,17.0,9.0,4.0,19.0,10.0,13.0,6.0,10.0,11.0,3.0,9.0,3.0,7.0,14.0,8.0,10.0,10.0,10.0,18.0,7.0,11.0
Brighton,76+,5,64.95,402,745,18,36,265,588,169,511,209,552,148,246,48,129,69,213,77,281,92,230,4,14,0,4,83,61,29,34,1,4,5,4,7,14,5,8,9,25,3,7,5,13,1,5,7,19,2,6,2,5,1,2,0,3,0,1,0,2,0,3,0,0,0,0,0,0,12,19,2,8,40,40,24,16,41,42,11,16,81,82,35,32,16,12,8,9,31,30,22,44,3,4,13,13,13,13,121,116,86.9,28.57,55.74,28.0,12.0,42.11,40.0,38.1,39.02,63.77,0.0,34.94,33.33,0.0,16.67,60.0,26.83,43.21,1.0,20.0,2.0,14.0,3.0,20.0,4.0,20.0,1.0,20.0,2.0,20.0,4.0,20.0,4.0,20.0,2.0,20.0,3.0,20.0,3.0,19.0,10.0,19.0,6.0,1.0,14.0,6.0,3.0,13.0,2.0,9.0,12.0,13.0,2.0,13.0,4.0,19.0,1.0,16.0,3.0,8.0,1.0,18.0,9.0,17.0,1.0,19.0,6.0,15.0,3.0,5.0,3.0,16.0,2.0,13.0,8.0,7.0,1.0,16.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,6.0,19.0,4.0,6.0,6.0,2.0,11.0,17.0,16.0,16.0,10.0,13.0,11.0,10.0,10.0,6.0,15.0,6.0,5.0,8.0,9.0,20.0,2.0,17.0,16.0,10.0,8.0,8.0,10.0,12.0,18.0,1.0,6.0,1.0,11.0,8.0,8.0,17.0,5.0,12.0,20.0,19.0,16.0,9.0,16.0,20.0,4.0,14.0,6.0
Chelsea,76+,5,52.36,566,622,17,31,416,465,319,361,374,415,198,201,87,87,131,177,161,190,158,171,10,15,1,2,70,67,32,23,2,0,6,7,7,7,7,4,14,12,7,3,4,6,3,3,10,9,4,3,6,3,1,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,17,19,6,7,27,27,15,12,48,52,14,17,75,79,29,29,15,19,11,8,25,26,39,33,10,5,17,6,6,17,132,140,77.63,13.33,34.33,25.0,0.0,36.84,44.44,32.69,36.71,76.68,10.0,45.71,50.0,21.43,35.29,55.56,29.17,38.67,9.0,11.0,8.0,17.0,4.0,11.0,9.0,11.0,9.0,11.0,9.0,10.0,10.0,11.0,11.0,11.0,7.0,10.0,9.0,11.0,9.0,17.0,6.0,15.0,12.0,4.0,9.0,3.0,12.0,5.0,14.0,5.0,2.0,13.0,14.0,6.0,14.0,11.0,13.0,2.0,13.0,15.0,6.0,13.0,14.0,7.0,9.0,10.0,14.0,2.0,10.0,5.0,15.0,2.0,17.0,2.0,15.0,7.0,7.0,2.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,6.0,10.0,7.0,17.0,17.0,15.0,18.0,8.0,8.0,11.0,5.0,18.0,15.0,14.0,16.0,10.0,6.0,2.0,9.0,15.0,12.0,6.0,16.0,2.0,10.0,3.0,20.0,20.0,3.0,7.0,2.0,11.0,15.0,17.0,13.0,17.0,14.0,16.0,10.0,16.0,12.0,15.0,4.0,1.0,3.0,12.0,5.0,13.0,12.0
Coventry,76+,5,40.14,704,472,18,10,576,346,482,247,535,304,265,186,114,67,197,93,267,123,215,124,15,10,4,5,56,82,24,29,2,1,1,5,16,6,7,5,20,10,5,5,9,3,6,2,9,7,11,3,1,4,4,1,3,0,0,0,3,0,3,0,0,0,0,0,0,0,18,8,8,0,48,48,23,25,31,30,13,5,79,78,36,30,11,9,3,10,26,25,38,36,4,3,11,11,11,11,115,128,71.39,50.0,35.37,50.0,0.0,0.0,52.08,16.67,38.46,83.68,26.67,42.86,25.0,15.0,44.44,47.92,41.94,45.57,19.0,3.0,19.0,14.0,20.0,3.0,16.0,3.0,16.0,3.0,16.0,3.0,15.0,5.0,15.0,3.0,17.0,2.0,14.0,3.0,18.0,6.0,14.0,7.0,4.0,18.0,1.0,13.0,6.0,5.0,9.0,19.0,8.0,1.0,15.0,6.0,13.0,2.0,16.0,6.0,6.0,2.0,17.0,5.0,16.0,12.0,16.0,1.0,14.0,18.0,6.0,1.0,7.0,2.0,17.0,13.0,15.0,1.0,7.0,2.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,20.0,5.0,20.0,3.0,3.0,3.0,3.0,20.0,20.0,15.0,20.0,15.0,16.0,9.0,14.0,19.0,19.0,20.0,2.0,14.0,15.0,10.0,12.0,14.0,19.0,13.0,14.0,14.0,13.0,17.0,10.0,17.0,1.0,14.0,3.0,17.0,20.0,10.0,20.0,14.0,4.0,6.0,11.0,14.0,6.0,7.0,11.0,4.0,4.0
Crystal Palace,76+,5,41.48,831,589,34,13,664,425,567,326,620,391,270,191,160,72,234,162,265,151,302,175,10,13,1,3,59,64,27,22,3,4,3,1,7,6,5,4,14,9,6,2,5,4,3,3,10,8,4,1,4,2,2,0,2,1,2,1,0,0,2,1,0,0,0,0,0,0,31,12,6,6,32,32,15,17,61,55,14,26,93,87,29,43,14,29,10,7,20,34,44,38,8,10,7,11,11,7,148,126,76.71,23.08,34.38,22.22,11.11,50.0,53.12,47.27,49.43,85.39,10.0,45.76,42.86,14.29,19.35,46.88,22.95,31.18,17.0,1.0,10.0,4.0,18.0,1.0,10.0,1.0,11.0,1.0,10.0,2.0,12.0,1.0,14.0,1.0,9.0,3.0,13.0,1.0,8.0,17.0,12.0,15.0,9.0,17.0,10.0,9.0,13.0,2.0,2.0,15.0,19.0,13.0,15.0,13.0,14.0,11.0,17.0,3.0,18.0,8.0,13.0,13.0,14.0,7.0,13.0,10.0,19.0,6.0,15.0,3.0,15.0,7.0,11.0,5.0,8.0,7.0,7.0,7.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,10.0,13.0,13.0,13.0,15.0,10.0,2.0,4.0,11.0,2.0,5.0,8.0,14.0,3.0,15.0,1.0,4.0,12.0,17.0,4.0,3.0,9.0,5.0,1.0,18.0,14.0,14.0,18.0,1.0,12.0,12.0,9.0,16.0,15.0,10.0,2.0,9.0,2.0,1.0,2.0,15.0,3.0,4.0,8.0,19.0,12.0,19.0,19.0
Everton,76+,5,41.9,699,504,36,30,539,325,442,244,491,284,226,155,129,65,184,105,260,106,182,138,22,5,7,0,67,62,29,19,2,0,6,6,12,11,7,6,20,15,4,5,5,5,11,5,16,9,4,6,3,4,1,1,1,3,1,2,0,1,1,3,0,0,0,0,0,0,15,16,9,2,43,43,19,24,48,50,21,10,91,93,40,34,24,12,11,4,22,39,40,42,6,5,15,10,10,15,127,122,75.08,0.0,30.65,33.33,20.0,12.5,55.81,20.0,36.56,82.0,31.82,43.28,20.0,5.0,60.0,44.19,43.75,43.96,16.0,4.0,15.0,2.0,6.0,4.0,17.0,4.0,17.0,4.0,17.0,4.0,19.0,3.0,17.0,4.0,14.0,4.0,16.0,6.0,16.0,2.0,19.0,2.0,18.0,9.0,13.0,6.0,20.0,5.0,14.0,5.0,6.0,4.0,6.0,6.0,11.0,2.0,10.0,9.0,6.0,8.0,9.0,2.0,9.0,1.0,9.0,10.0,6.0,9.0,6.0,5.0,7.0,11.0,2.0,8.0,3.0,7.0,3.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,11.0,3.0,19.0,4.0,4.0,8.0,4.0,8.0,9.0,4.0,18.0,6.0,3.0,3.0,7.0,3.0,15.0,2.0,16.0,16.0,2.0,5.0,4.0,9.0,10.0,5.0,17.0,17.0,5.0,10.0,14.0,13.0,18.0,20.0,6.0,3.0,19.0,7.0,19.0,17.0,5.0,4.0,10.0,17.0,14.0,2.0,14.0,3.0,5.0
Fulham,76+,5,55.86,546,691,22,38,371,552,282,442,330,505,176,239,67,114,128,199,154,231,128,211,14,14,3,1,61,72,24,25,2,2,7,7,11,9,7,8,15,15,4,3,5,5,6,7,11,10,4,5,3,2,1,1,2,0,1,0,1,0,2,0,0,0,0,0,0,0,14,24,8,7,38,38,23,15,44,44,22,9,82,82,45,24,20,7,4,7,47,27,37,40,8,7,3,12,12,3,117,148,80.07,7.14,34.72,20.0,0.0,29.17,39.47,20.45,29.27,76.01,21.43,39.34,26.67,13.33,57.14,60.53,50.0,54.88,5.0,14.0,5.0,11.0,1.0,15.0,5.0,15.0,6.0,15.0,5.0,16.0,5.0,17.0,6.0,13.0,5.0,12.0,5.0,18.0,4.0,8.0,10.0,9.0,15.0,16.0,4.0,13.0,10.0,5.0,8.0,3.0,2.0,7.0,11.0,6.0,4.0,8.0,10.0,9.0,13.0,8.0,9.0,5.0,5.0,5.0,8.0,10.0,9.0,9.0,15.0,5.0,7.0,7.0,17.0,8.0,15.0,2.0,7.0,7.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,2.0,5.0,7.0,9.0,9.0,3.0,13.0,14.0,14.0,3.0,19.0,10.0,11.0,1.0,20.0,4.0,20.0,17.0,12.0,1.0,11.0,11.0,6.0,5.0,6.0,20.0,11.0,11.0,20.0,15.0,1.0,8.0,17.0,15.0,16.0,17.0,16.0,18.0,18.0,20.0,15.0,8.0,14.0,11.0,9.0,3.0,3.0,1.0,1.0
Hull,76+,5,37.44,802,480,26,24,624,303,527,197,581,254,281,175,134,53,209,75,329,104,198,93,21,21,3,4,66,73,34,29,1,0,5,7,12,13,8,9,16,20,6,3,6,7,4,10,11,12,5,8,5,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,16,19,5,12,38,38,19,19,56,56,10,27,94,94,29,46,12,24,6,10,40,31,39,40,4,4,9,8,8,9,144,137,65.02,19.05,39.73,15.0,5.0,63.16,50.0,48.21,48.94,84.46,14.29,51.52,37.5,0.0,31.25,50.0,17.86,30.85,20.0,2.0,18.0,8.0,9.0,2.0,18.0,2.0,19.0,2.0,18.0,1.0,16.0,2.0,19.0,2.0,20.0,1.0,17.0,4.0,20.0,3.0,3.0,9.0,6.0,11.0,3.0,1.0,6.0,13.0,14.0,9.0,2.0,4.0,4.0,3.0,3.0,6.0,3.0,3.0,13.0,4.0,4.0,10.0,1.0,5.0,6.0,6.0,4.0,3.0,15.0,5.0,7.0,16.0,11.0,13.0,15.0,7.0,3.0,16.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,6.0,13.0,1.0,9.0,9.0,8.0,7.0,4.0,3.0,18.0,1.0,3.0,2.0,14.0,2.0,17.0,2.0,13.0,2.0,3.0,8.0,6.0,6.0,14.0,16.0,15.0,19.0,19.0,15.0,3.0,3.0,20.0,14.0,8.0,20.0,16.0,1.0,12.0,1.0,2.0,3.0,13.0,1.0,7.0,16.0,13.0,9.0,20.0,20.0
Ipswich,76+,5,53.73,633,735,15,25,465,595,377,489,426,549,214,251,125,141,126,203,152,246,225,243,12,15,2,3,68,64,30,24,3,1,5,3,12,10,7,4,15,16,4,6,5,6,6,4,8,8,7,8,2,3,2,3,1,3,0,3,1,0,1,3,0,0,0,0,0,0,16,16,4,6,35,35,17,18,44,41,14,15,79,76,31,33,16,14,6,9,31,19,39,43,11,5,11,13,13,11,121,133,82.18,20.0,37.5,37.5,18.75,37.5,51.43,36.59,43.42,81.08,16.67,44.12,26.67,6.67,25.0,48.57,31.82,39.24,7.0,8.0,4.0,19.0,8.0,8.0,2.0,8.0,4.0,8.0,3.0,7.0,2.0,4.0,1.0,14.0,4.0,13.0,4.0,2.0,1.0,13.0,6.0,11.0,9.0,6.0,10.0,4.0,11.0,2.0,9.0,9.0,14.0,4.0,10.0,6.0,14.0,8.0,9.0,9.0,4.0,8.0,6.0,5.0,12.0,15.0,13.0,4.0,4.0,15.0,10.0,3.0,1.0,11.0,2.0,13.0,2.0,2.0,7.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,16.0,13.0,11.0,11.0,12.0,8.0,14.0,17.0,11.0,13.0,15.0,19.0,12.0,8.0,6.0,13.0,13.0,5.0,8.0,18.0,6.0,3.0,1.0,10.0,13.0,8.0,8.0,13.0,12.0,5.0,7.0,10.0,11.0,5.0,5.0,12.0,11.0,6.0,6.0,6.0,11.0,7.0,11.0,12.0,15.0,10.0,12.0,10.0
Leeds,76+,5,46.71,575,504,22,18,426,355,330,263,393,311,194,169,91,85,141,101,159,93,171,170,16,6,4,2,68,63,24,20,3,0,2,5,7,5,5,3,15,11,4,2,6,4,5,5,10,6,5,5,3,1,1,1,1,2,1,1,0,1,1,2,0,0,0,0,0,0,13,22,9,9,33,33,18,15,47,48,21,15,80,81,39,30,15,12,5,11,29,38,46,33,6,3,16,11,11,16,126,119,74.08,33.33,31.75,18.18,18.18,40.91,45.45,31.25,37.04,77.46,25.0,35.29,26.67,6.67,69.23,54.55,44.68,48.75,12.0,10.0,15.0,11.0,17.0,9.0,15.0,9.0,14.0,9.0,15.0,12.0,17.0,9.0,12.0,8.0,16.0,11.0,18.0,9.0,10.0,5.0,16.0,7.0,12.0,6.0,12.0,13.0,19.0,2.0,14.0,18.0,8.0,13.0,18.0,13.0,18.0,8.0,14.0,9.0,18.0,4.0,13.0,9.0,9.0,7.0,17.0,6.0,9.0,9.0,19.0,5.0,7.0,11.0,6.0,8.0,8.0,7.0,3.0,11.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,5.0,3.0,2.0,12.0,12.0,10.0,13.0,11.0,11.0,4.0,13.0,14.0,14.0,6.0,14.0,10.0,15.0,15.0,1.0,10.0,3.0,2.0,16.0,9.0,19.0,4.0,14.0,14.0,4.0,11.0,16.0,16.0,3.0,19.0,18.0,6.0,9.0,14.0,13.0,15.0,10.0,7.0,15.0,11.0,12.0,1.0,7.0,2.0,2.0
Liverpool,76+,5,55.18,532,655,19,23,392,483,292,408,347,437,185,216,75,101,132,166,148,219,144,189,12,15,2,5,67,70,21,38,2,0,6,3,8,11,3,8,10,17,2,4,4,4,4,9,3,13,7,4,1,4,1,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,14,24,5,5,25,25,10,15,41,49,15,14,66,74,25,29,15,15,4,4,28,26,35,26,3,8,14,10,10,14,132,129,84.47,33.33,54.29,23.53,11.76,20.83,60.0,28.57,39.19,74.49,16.67,31.34,20.0,0.0,35.71,40.0,36.59,37.88,6.0,15.0,7.0,13.0,10.0,14.0,7.0,14.0,7.0,14.0,7.0,15.0,7.0,14.0,8.0,10.0,8.0,14.0,6.0,12.0,6.0,13.0,6.0,11.0,4.0,9.0,5.0,19.0,2.0,5.0,14.0,5.0,14.0,11.0,6.0,19.0,4.0,17.0,7.0,19.0,12.0,15.0,13.0,10.0,2.0,20.0,4.0,4.0,11.0,18.0,6.0,5.0,15.0,16.0,6.0,13.0,3.0,7.0,7.0,16.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,2.0,13.0,16.0,18.0,18.0,19.0,13.0,17.0,10.0,9.0,15.0,20.0,20.0,20.0,16.0,10.0,12.0,17.0,16.0,11.0,12.0,14.0,20.0,17.0,5.0,8.0,17.0,17.0,8.0,7.0,9.0,5.0,3.0,3.0,14.0,9.0,18.0,2.0,16.0,11.0,18.0,11.0,19.0,17.0,16.0,11.0,19.0,8.0,14.0
Man City,76+,5,58.38,492,690,18,21,355,522,265,446,312,472,171,205,70,136,114,181,141,204,124,242,18,6,5,0,64,60,26,28,0,4,8,5,7,9,6,8,12,11,5,5,3,2,4,4,9,9,3,2,5,5,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,12,24,5,9,23,23,8,15,52,54,21,17,75,77,29,32,25,13,14,10,16,33,32,33,5,5,13,12,12,13,119,118,85.44,0.0,46.67,45.45,36.36,37.5,65.22,31.48,41.56,74.65,27.78,40.62,41.67,0.0,41.67,34.78,40.38,38.67,4.0,18.0,6.0,14.0,13.0,17.0,6.0,17.0,5.0,17.0,6.0,17.0,9.0,15.0,3.0,16.0,6.0,15.0,8.0,19.0,2.0,4.0,16.0,4.0,18.0,13.0,16.0,12.0,8.0,17.0,2.0,2.0,8.0,13.0,11.0,11.0,4.0,14.0,14.0,6.0,6.0,18.0,19.0,10.0,12.0,12.0,9.0,15.0,18.0,3.0,3.0,16.0,15.0,16.0,1.0,13.0,1.0,7.0,7.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,2.0,13.0,2.0,20.0,20.0,20.0,13.0,7.0,5.0,4.0,5.0,18.0,17.0,14.0,10.0,1.0,14.0,1.0,2.0,19.0,5.0,18.0,16.0,12.0,10.0,10.0,11.0,11.0,10.0,14.0,17.0,3.0,18.0,5.0,4.0,1.0,12.0,1.0,12.0,8.0,17.0,5.0,12.0,5.0,16.0,8.0,20.0,6.0,12.0
