team,split_value,matches_played,possession_pct,touches_against,touches_for,touches_opp_box_against,touches_opp_box_for,passes_attempted_against,passes_attempted_for,passes_completed_against,passes_completed_for,open_play_passes_against,open_play_passes_for,passes_forward_against,passes_forward_for,passes_backward_against,passes_backward_for,passes_sideways_against,passes_sideways_for,passes_opp_half_against,passes_opp_half_for,passes_own_half_against,passes_own_half_for,crosses_attempted_against,crosses_attempted_for,crosses_completed_against,crosses_completed_for,long_passes_attempted_against,long_passes_attempted_for,long_passes_completed_against,long_passes_completed_for,through_balls_against,through_balls_for,corners_against,corners_for,chances_created_against,chances_created_for,assists_against,assists_for,shots_against,shots_for,shots_on_target_against,shots_on_target_for,shots_off_target_against,shots_off_target_for,shots_blocked_against,shots_blocked_for,shots_in_box_against,shots_in_box_for,shots_outside_box_against,shots_outside_box_for,shots_on_target_in_box_against,shots_on_target_in_box_for,shots_on_target_outside_box_against,shots_on_target_outside_box_for,goals_against,goals_for,goals_in_box_against,goals_in_box_for,goals_outside_box_against,goals_outside_box_for,goals_from_shots_against,goals_from_shots_for,own_goals_against,own_goals_for,own_goals_in_box_against,own_goals_in_box_for,own_goals_outside_box_against,own_goals_outside_box_for,take_ons_against,take_ons_for,take_ons_won_against,take_ons_won_for,aerials_against,aerials_for,aerials_won_against,aerials_won_for,ground_duels_against,ground_duels_for,ground_duels_won_against,ground_duels_won_for,duels_contested_against,duels_contested_for,duels_won_against,duels_won_for,tackles_against,tackles_for,interceptions_against,interceptions_for,clearances_against,clearances_for,ball_recoveries_against,ball_recoveries_for,blocked_passes_against,blocked_passes_for,fouls_committed_against,fouls_committed_for,fouls_won_against,fouls_won_for,possession_lost_against,possession_lost_for,pass_accuracy_pct_for,cross_accuracy_pct_for,long_pass_accuracy_pct_for,shooting_accuracy_pct_for,conversion_pct_for,take_on_success_pct_for,aerial_success_pct_for,ground_duel_success_pct_for,duel_success_pct_for,pass_accuracy_pct_against,cross_accuracy_pct_against,long_pass_accuracy_pct_against,shooting_accuracy_pct_against,conversion_pct_against,take_on_success_pct_against,aerial_success_pct_against,ground_duel_success_pct_against,duel_success_pct_against,rank_possession_pct,rank_touches_against,rank_touches_for,rank_touches_opp_box_against,rank_touches_opp_box_for,rank_passes_attempted_against,rank_passes_attempted_for,rank_passes_completed_against,rank_passes_completed_for,rank_open_play_passes_against,rank_open_play_passes_for,rank_passes_forward_against,rank_passes_forward_for,rank_passes_backward_against,rank_passes_backward_for,rank_passes_sideways_against,rank_passes_sideways_for,rank_passes_opp_half_against,rank_passes_opp_half_for,rank_passes_own_half_against,rank_passes_own_half_for,rank_crosses_attempted_against,rank_crosses_attempted_for,rank_crosses_completed_against,rank_crosses_completed_for,rank_long_passes_attempted_against,rank_long_passes_attempted_for,rank_long_passes_completed_against,rank_long_passes_completed_for,rank_through_balls_against,rank_through_balls_for,rank_corners_against,rank_corners_for,rank_chances_created_against,rank_chances_created_for,rank_assists_against,rank_assists_for,rank_shots_against,rank_shots_for,rank_shots_on_target_against,rank_shots_on_target_for,rank_shots_off_target_against,rank_shots_off_target_for,rank_shots_blocked_against,rank_shots_blocked_for,rank_shots_in_box_against,rank_shots_in_box_for,rank_shots_outside_box_against,rank_shots_outside_box_for,rank_shots_on_target_in_box_against,rank_shots_on_target_in_box_for,rank_shots_on_target_outside_box_against,rank_shots_on_target_outside_box_for,rank_goals_against,rank_goals_for,rank_goals_in_box_against,rank_goals_in_box_for,rank_goals_outside_box_against,rank_goals_outside_box_for,rank_goals_from_shots_against,rank_goals_from_shots_for,rank_own_goals_against,rank_own_goals_for,rank_own_goals_in_box_against,rank_own_goals_in_box_for,rank_own_goals_outside_box_against,rank_own_goals_outside_box_for,rank_take_ons_against,rank_take_ons_for,rank_take_ons_won_against,rank_take_ons_won_for,rank_aerials_against,rank_aerials_for,rank_aerials_won_against,rank_aerials_won_for,rank_ground_duels_against,rank_ground_duels_for,rank_ground_duels_won_against,rank_ground_duels_won_for,rank_duels_contested_against,rank_duels_contested_for,rank_duels_won_against,rank_duels_won_for,rank_tackles_against,rank_tackles_for,rank_interceptions_against,rank_interceptions_for,rank_clearances_against,rank_clearances_for,rank_ball_recoveries_against,rank_ball_recoveries_for,rank_blocked_passes_against,rank_blocked_passes_for,rank_fouls_committed_against,rank_fouls_committed_for,rank_fouls_won_against,rank_fouls_won_for,rank_possession_lost_against,rank_possession_lost_for,rank_pass_accuracy_pct_for,rank_cross_accuracy_pct_for,rank_long_pass_accuracy_pct_for,rank_shooting_accuracy_pct_for,rank_conversion_pct_for,rank_take_on_success_pct_for,rank_aerial_success_pct_for,rank_ground_duel_success_pct_for,rank_duel_success_pct_for,rank_pass_accuracy_pct_against,rank_cross_accuracy_pct_against,rank_long_pass_accuracy_pct_against,rank_shooting_accuracy_pct_against,rank_conversion_pct_against,rank_take_on_success_pct_against,rank_aerial_success_pct_against,rank_ground_duel_success_pct_against,rank_duel_success_pct_against
Ipswich,+2 or better,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,12.0,13.0,11.0,11.0,14.0,13.0,14.0,13.0,9.0,8.0,12.0,10.0,14.0,13.0,13.0,11.0,14.0,13.0,14.0,12.0,13.0,12.0,10.0,13.0,14.0,12.0,13.0,13.0,14.0,11.0,9.0,8.0,8.0,9.0,8.0,8.0,1.0,4.0,8.0,9.0,1.0,3.0,1.0,3.0,1.0,1.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,
Leeds,+2 or better,5,47.7,409,373,18,11,318,269,260,217,287,244,132,121,73,68,113,80,143,83,117,134,12,6,1,1,34,37,12,13,2,0,4,2,4,2,2,2,7,7,5,3,2,3,0,1,4,5,3,2,2,3,3,0,1,2,1,2,0,0,1,2,0,0,0,0,0,0,12,15,5,4,20,20,9,11,36,34,15,12,56,54,24,23,13,11,2,8,20,21,28,26,3,2,10,6,6,10,81,75,80.67,16.67,35.14,42.86,28.57,26.67,55.0,35.29,42.59,81.76,8.33,35.29,71.43,14.29,41.67,45.0,41.67,42.86,7.0,7.0,6.0,6.0,9.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,6.0,4.0,5.0,8.0,6.0,7.0,7.0,9.0,8.0,2.0,8.0,4.0,7.0,9.0,11.0,9.0,8.0,8.0,7.0,2.0,5.0,8.0,5.0,10.0,8.0,8.0,5.0,5.0,7.0,4.0,4.0,2.0,8.0,4.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,3.0,6.0,7.0,6.0,9.0,4.0,4.0,7.0,7.0,6.0,7.0,10.0,4.0,7.0,7.0,4.0,7.0,6.0,8.0,10.0,11.0,4.0,2.0,9.0,6.0,7.0,4.0,9.0,10.0,11.0,2.0,6.0,5.0,7.0,2.0,3.0
Liverpool,+2 or better,5,53.33,568,649,16,16,441,495,362,432,398,461,197,220,82,129,162,146,137,200,225,232,10,5,3,1,48,59,25,27,0,1,4,2,13,8,5,4,14,8,5,5,5,1,4,2,4,3,10,5,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,2,9,19,19,6,13,47,45,11,20,66,64,17,33,17,15,9,5,21,25,36,32,3,11,6,11,11,6,105,106,87.27,20.0,45.76,62.5,0.0,52.94,68.42,44.44,51.56,82.09,30.0,52.08,35.71,0.0,14.29,31.58,23.4,25.76,6.0,4.0,2.0,7.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,2.0,6.0,2.0,5.0,5.0,8.0,3.0,3.0,3.0,6.0,7.0,4.0,6.0,5.0,2.0,4.0,2.0,9.0,5.0,4.0,7.0,2.0,5.0,5.0,6.0,3.0,6.0,2.0,3.0,4.0,9.0,2.0,6.0,8.0,9.0,1.0,3.0,8.0,9.0,1.0,1.0,8.0,9.0,8.0,8.0,1.0,4.0,8.0,9.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,9.0,1.0,6.0,6.0,8.0,5.0,3.0,4.0,7.0,2.0,4.0,4.0,7.0,2.0,3.0,2.0,2.0,7.0,3.0,5.0,2.0,4.0,7.0,2.0,8.0,3.0,3.0,8.0,3.0,2.0,5.0,9.0,6.0,1.0,9.0,1.0,3.0,1.0,1.0,8.0,2.0,3.0,7.0,8.0,12.0,10.0,12.0,12.0
Man City,+2 or better,5,67.15,249,509,12,13,175,422,129,386,157,399,83,146,37,123,55,153,41,178,88,208,9,2,1,1,32,25,13,14,1,3,1,3,3,3,3,2,6,5,2,3,2,1,2,1,5,3,1,2,2,2,0,1,2,1,2,1,0,0,1,1,0,1,0,1,0,0,11,19,5,8,7,7,2,5,41,40,16,15,48,47,18,20,18,8,6,8,7,7,13,18,4,3,6,7,7,6,59,64,91.47,50.0,56.0,60.0,20.0,42.11,71.43,37.5,42.55,73.71,11.11,40.62,33.33,16.67,45.45,28.57,39.02,37.5,1.0,11.0,5.0,9.0,7.0,12.0,5.0,12.0,5.0,12.0,5.0,10.0,5.0,10.0,3.0,12.0,4.0,12.0,4.0,11.0,4.0,8.0,11.0,8.0,6.0,9.0,9.0,8.0,7.0,5.0,2.0,9.0,4.0,10.0,8.0,8.0,8.0,9.0,9.0,9.0,5.0,8.0,9.0,5.0,8.0,5.0,9.0,10.0,7.0,4.0,5.0,9.0,4.0,2.0,5.0,2.0,4.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,4.0,2.0,10.0,10.0,10.0,9.0,5.0,5.0,3.0,4.0,7.0,7.0,6.0,7.0,2.0,10.0,5.0,4.0,9.0,11.0,11.0,10.0,3.0,9.0,8.0,5.0,5.0,8.0,9.0,9.0,1.0,1.0,3.0,2.0,3.0,6.0,2.0,4.0,5.0,13.0,9.0,9.0,8.0,5.0,4.0,11.0,5.0,8.0
Man Utd,+2 or better,5,57.61,234,318,3,11,179,261,152,236,165,254,64,100,37,87,78,74,55,117,97,119,0,6,0,2,11,16,4,10,0,2,1,3,2,8,1,6,2,13,1,5,1,3,0,5,1,8,1,5,1,4,0,1,1,2,1,1,0,1,1,2,0,0,0,0,0,0,9,10,2,2,6,6,4,2,19,23,5,7,25,29,9,9,5,10,5,5,5,2,13,23,3,4,1,3,3,1,41,38,90.42,33.33,62.5,38.46,15.38,20.0,33.33,30.43,31.03,84.92,,36.36,50.0,50.0,22.22,66.67,26.32,36.0,4.0,12.0,8.0,11.0,9.0,11.0,7.0,11.0,6.0,11.0,6.0,12.0,9.0,10.0,6.0,11.0,8.0,11.0,6.0,10.0,7.0,12.0,5.0,11.0,3.0,11.0,12.0,11.0,10.0,9.0,4.0,9.0,4.0,11.0,5.0,10.0,4.0,12.0,4.0,11.0,3.0,11.0,5.0,10.0,2.0,11.0,4.0,10.0,3.0,8.0,3.0,9.0,4.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,9.0,8.0,9.0,11.0,11.0,11.0,9.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,12.0,11.0,10.0,7.0,6.0,7.0,11.0,12.0,11.0,7.0,7.0,6.0,12.0,11.0,11.0,12.0,11.0,11.0,2.0,3.0,1.0,6.0,5.0,11.0,11.0,9.0,11.0,5.0,,10.0,3.0,2.0,11.0,1.0,10.0,9.0
Newcastle,+2 or better,5,54.01,528,620,27,15,413,472,329,403,378,433,201,200,98,106,114,166,164,164,165,239,21,9,4,2,63,53,36,21,1,3,4,3,9,4,7,3,12,6,4,2,4,3,4,1,8,5,4,1,3,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,14,22,5,8,23,23,9,14,44,46,14,19,67,69,23,33,14,15,5,5,10,32,32,38,7,7,11,4,4,11,123,106,85.38,22.22,39.62,33.33,0.0,36.36,60.87,41.3,47.83,79.66,19.05,57.14,33.33,8.33,35.71,39.13,31.82,34.33,5.0,6.0,3.0,3.0,6.0,6.0,4.0,6.0,4.0,6.0,4.0,3.0,3.0,4.0,5.0,7.0,3.0,5.0,5.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,4.0,7.0,3.0,7.0,5.0,8.0,4.0,9.0,6.0,5.0,2.0,8.0,4.0,5.0,3.0,10.0,2.0,5.0,4.0,8.0,4.0,9.0,4.0,8.0,1.0,4.0,3.0,9.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,6.0,7.0,7.0,4.0,3.0,3.0,2.0,4.0,2.0,10.0,10.0,2.0,2.0,2.0,6.0,7.0,9.0,7.0,9.0,7.0,5.0,3.0,2.0,10.0,7.0,2.0,8.0,7.0,6.0,8.0,7.0,10.0
Nottingham Forest,+2 or better,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,12.0,13.0,11.0,11.0,14.0,13.0,14.0,13.0,9.0,8.0,12.0,10.0,14.0,13.0,13.0,11.0,14.0,13.0,14.0,12.0,13.0,12.0,10.0,13.0,14.0,12.0,13.0,13.0,14.0,11.0,9.0,8.0,8.0,9.0,8.0,8.0,1.0,4.0,8.0,9.0,1.0,3.0,1.0,3.0,1.0,1.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,
Sunderland,+2 or better,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,12.0,13.0,11.0,11.0,14.0,13.0,14.0,13.0,9.0,8.0,12.0,10.0,14.0,13.0,13.0,11.0,14.0,13.0,14.0,12.0,13.0,12.0,10.0,13.0,14.0,12.0,13.0,13.0,14.0,11.0,9.0,8.0,8.0,9.0,8.0,8.0,1.0,4.0,8.0,9.0,1.0,3.0,1.0,3.0,1.0,1.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,
Tottenham,+2 or better,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,12.0,13.0,11.0,11.0,14.0,13.0,14.0,13.0,9.0,8.0,12.0,10.0,14.0,13.0,13.0,11.0,14.0,13.0,14.0,12.0,13.0,12.0,10.0,13.0,14.0,12.0,13.0,13.0,14.0,11.0,9.0,8.0,8.0,9.0,8.0,8.0,1.0,4.0,8.0,9.0,1.0,3.0,1.0,3.0,1.0,1.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,
Arsenal,-1,5,60.57,179,275,10,23,119,215,90,184,110,197,50,91,24,49,45,75,33,109,57,75,3,4,1,1,24,20,11,9,0,1,1,2,5,8,1,7,6,11,3,7,2,0,1,4,1,10,5,1,0,6,3,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,4,5,1,2,11,11,5,6,13,13,3,5,24,24,8,11,5,4,7,2,6,6,13,11,4,3,6,1,1,6,41,41,85.58,25.0,45.0,63.64,9.09,40.0,54.55,38.46,45.83,75.63,33.33,45.83,50.0,16.67,25.0,45.45,23.08,33.33,6.0,18.0,19.0,14.0,9.0,18.0,19.0,18.0,17.0,18.0,19.0,19.0,19.0,18.0,18.0,18.0,16.0,18.0,16.0,17.0,19.0,15.0,18.0,10.0,17.0,19.0,19.0,16.0,19.0,13.0,9.0,17.0,15.0,15.0,8.0,19.0,6.0,15.0,12.0,10.0,3.0,13.0,20.0,16.0,9.0,19.0,6.0,5.0,19.0,17.0,3.0,1.0,6.0,8.0,6.0,13.0,16.0,1.0,1.0,7.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,19.0,19.0,19.0,18.0,19.0,19.0,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,18.0,17.0,18.0,8.0,14.0,19.0,17.0,18.0,19.0,15.0,13.0,15.0,18.0,18.0,15.0,19.0,19.0,3.0,6.0,8.0,1.0,12.0,12.0,5.0,8.0,4.0,13.0,4.0,8.0,4.0,5.0,17.0,15.0,18.0,17.0
Aston Villa,-1,5,46.26,561,483,25,18,410,359,354,287,380,316,176,172,100,87,134,100,158,132,196,155,7,4,3,2,46,42,26,15,2,2,2,2,9,5,7,4,11,7,2,2,7,3,2,2,7,4,4,3,2,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,17,16,7,3,19,19,10,9,49,50,17,12,68,69,27,21,19,18,8,4,22,13,40,33,6,10,13,12,12,13,93,111,79.94,50.0,35.71,28.57,14.29,18.75,47.37,24.0,30.43,86.34,42.86,56.52,18.18,9.09,41.18,52.63,34.69,39.71,17.0,8.0,13.0,8.0,13.0,8.0,12.0,6.0,11.0,7.0,13.0,8.0,12.0,6.0,11.0,7.0,15.0,7.0,12.0,5.0,12.0,9.0,18.0,1.0,10.0,11.0,13.0,6.0,14.0,5.0,5.0,13.0,15.0,6.0,15.0,5.0,13.0,9.0,16.0,14.0,14.0,4.0,14.0,12.0,14.0,12.0,15.0,6.0,15.0,12.0,14.0,9.0,15.0,8.0,6.0,7.0,5.0,4.0,7.0,7.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,10.0,8.0,17.0,13.0,13.0,11.0,15.0,6.0,5.0,5.0,11.0,10.0,9.0,10.0,14.0,3.0,3.0,6.0,11.0,16.0,12.0,7.0,11.0,11.0,1.0,5.0,7.0,7.0,5.0,12.0,11.0,12.0,1.0,16.0,14.0,6.0,19.0,9.0,19.0,18.0,2.0,2.0,1.0,15.0,10.0,13.0,11.0,7.0,11.0
Bournemouth,-1,5,53.78,263,306,5,17,159,235,122,179,141,218,77,120,34,44,48,71,72,102,50,77,1,15,0,2,33,35,16,14,2,0,2,1,3,4,2,2,3,7,1,3,0,3,2,1,2,4,1,3,1,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,8,7,2,1,12,12,8,4,22,21,9,6,34,33,17,10,9,8,2,1,32,10,12,14,5,1,6,4,4,6,63,75,76.17,13.33,40.0,42.86,14.29,14.29,33.33,28.57,30.3,76.73,0.0,48.48,33.33,0.0,25.0,66.67,40.91,50.0,12.0,17.0,18.0,17.0,15.0,17.0,17.0,17.0,19.0,17.0,17.0,17.0,17.0,17.0,19.0,17.0,17.0,14.0,17.0,18.0,18.0,17.0,8.0,15.0,10.0,14.0,15.0,14.0,15.0,5.0,14.0,13.0,19.0,17.0,16.0,16.0,16.0,17.0,16.0,17.0,13.0,19.0,14.0,12.0,16.0,16.0,15.0,16.0,15.0,16.0,9.0,9.0,15.0,14.0,6.0,13.0,5.0,4.0,7.0,14.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,14.0,18.0,17.0,19.0,18.0,18.0,15.0,19.0,17.0,17.0,13.0,18.0,18.0,18.0,16.0,19.0,13.0,14.0,19.0,17.0,10.0,14.0,19.0,18.0,13.0,18.0,15.0,17.0,17.0,15.0,15.0,15.0,17.0,15.0,13.0,5.0,6.0,20.0,19.0,15.0,19.0,11.0,15.0,4.0,8.0,14.0,17.0,2.0,4.0,1.0
Brentford,-1,5,50.0,15,15,0,3,10,11,7,7,8,11,4,5,5,1,1,5,4,6,3,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,2,2,0,1,3,3,1,1,0,1,0,0,2,0,1,1,0,0,0,1,1,0,4,4,63.64,,0.0,50.0,50.0,100.0,0.0,50.0,33.33,70.0,,0.0,,,0.0,100.0,0.0,33.33,14.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,15.0,19.0,20.0,20.0,20.0,20.0,13.0,14.0,19.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,18.0,18.0,19.0,19.0,17.0,20.0,20.0,20.0,19.0,19.0,17.0,18.0,9.0,6.0,14.0,6.0,13.0,16.0,4.0,1.0,14.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,18.0,18.0,20.0,20.0,20.0,20.0,,20.0,2.0,1.0,1.0,20.0,1.0,15.0,17.0,,20.0,,,20.0,1.0,20.0,17.0
Brighton,-1,5,62.3,377,623,16,23,221,502,151,409,187,458,110,200,40,114,71,188,54,193,97,216,5,27,0,1,41,55,10,28,0,2,3,8,6,8,5,5,9,15,4,5,3,6,2,4,8,7,1,8,3,4,1,1,2,1,1,1,1,0,2,1,0,0,0,0,0,0,14,21,9,9,27,27,13,14,42,40,19,12,69,67,32,26,16,5,6,1,36,19,22,33,10,9,8,11,11,8,96,125,81.47,3.7,50.91,33.33,6.67,42.86,51.85,30.0,38.81,68.33,0.0,24.39,44.44,22.22,64.29,48.15,45.24,46.38,3.0,12.0,8.0,12.0,9.0,13.0,8.0,15.0,8.0,13.0,8.0,12.0,8.0,15.0,8.0,13.0,7.0,15.0,7.0,14.0,7.0,12.0,3.0,15.0,17.0,13.0,10.0,17.0,6.0,13.0,5.0,8.0,4.0,12.0,8.0,9.0,10.0,12.0,9.0,4.0,7.0,10.0,3.0,12.0,9.0,7.0,11.0,16.0,5.0,7.0,6.0,3.0,6.0,4.0,6.0,7.0,5.0,1.0,7.0,4.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,9.0,4.0,5.0,6.0,10.0,10.0,10.0,8.0,10.0,10.0,4.0,11.0,9.0,11.0,8.0,11.0,7.0,17.0,12.0,17.0,7.0,7.0,14.0,11.0,5.0,2.0,10.0,8.0,8.0,10.0,10.0,8.0,9.0,18.0,5.0,9.0,14.0,9.0,7.0,13.0,12.0,19.0,15.0,19.0,7.0,2.0,3.0,14.0,2.0,4.0
Chelsea,-1,5,59.35,509,743,26,47,323,599,245,483,292,555,156,249,65,115,102,235,130,298,115,185,8,31,2,4,54,61,23,19,3,1,3,15,8,7,7,4,11,16,6,4,2,4,3,8,8,7,3,9,5,3,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,11,21,3,9,30,30,17,13,45,46,9,18,75,76,26,31,16,15,9,7,53,20,26,35,10,4,10,9,9,10,108,148,80.63,12.9,31.15,25.0,6.25,42.86,43.33,39.13,40.79,75.85,25.0,42.59,54.55,9.09,27.27,56.67,20.0,34.67,8.0,9.0,5.0,7.0,3.0,9.0,3.0,9.0,3.0,9.0,3.0,9.0,5.0,10.0,7.0,9.0,3.0,8.0,3.0,10.0,8.0,6.0,2.0,5.0,5.0,8.0,7.0,7.0,11.0,2.0,9.0,8.0,1.0,8.0,10.0,5.0,13.0,9.0,7.0,2.0,9.0,13.0,12.0,10.0,3.0,7.0,11.0,11.0,4.0,2.0,9.0,3.0,6.0,8.0,6.0,7.0,5.0,4.0,7.0,7.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,13.0,4.0,16.0,6.0,9.0,9.0,8.0,10.0,7.0,7.0,13.0,5.0,8.0,8.0,11.0,6.0,7.0,6.0,3.0,7.0,2.0,5.0,11.0,10.0,5.0,10.0,7.0,11.0,11.0,7.0,8.0,5.0,11.0,16.0,18.0,16.0,15.0,9.0,16.0,6.0,9.0,12.0,6.0,11.0,3.0,10.0,16.0,5.0,19.0,16.0
